status_id,status_message,status_author,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special
531752773523381_1766048740093772,,Andriane Gray,"Andriane's Hair, Beauty, Wellness and More",photo,https://www.facebook.com/188761381709134/photos/a.188764631708809.1073741827.188761381709134/189995051585767/?type=3,2018-01-25 15:16:45,0,0,0,0,0,0,0,0,0,0
531752773523381_1766045686760744,"The Credit Card That Pays You To Share - http://bit.ly/myvital  
   Get paid cash forever for each person you sign up. Plus earn 1% cash back on all transactions.  
   http://bit.ly/myvital",Nick D Willard,,photo,https://www.facebook.com/photo.php?fbid=1624045984318520&set=gm.1766045686760744&type=3,2018-01-25 15:12:09,0,0,0,0,0,0,0,0,0,0
531752773523381_1766012793430700,مسا الفل عالكل، كما عودناكم علي بازاراتنا المميزه نعلن عن بدء الحجز لبازار رمضان المميز ،. كل سنه وانتم  جميعا طيبين. Join us and get ready for our annual ramadan bazaar.🌺,Reem Alsaqqa,,photo,https://www.facebook.com/photo.php?fbid=1978322432428402&set=gm.1766012793430700&type=3,2018-01-25 14:18:13,0,0,0,0,0,0,0,0,0,0
531752773523381_1765969526768360,"GETTING STARTED IS THE HARD PART ONCE YOUR IN YOUR GONNA GET PAID. GUARANTEED ❗💯📲👀👇👇😱😱 💸💸💸💸💸💸💸💸
KEEP CALM AND HAVE FAITH 💯 GOT A GIFT FOR YOU BELOW👇👇👇👇

This link is the company overview and what they have to offer👇👇👇👇
https://goo.gl/opzMPS
---",Imran Biswas,,status,,2018-01-25 12:59:15,0,0,0,0,0,0,0,0,0,0
531752773523381_1765964976768815,"I just added and extra $5.00 dollars to my wallet for simply adding my active debit card (with a min of $15 current balance) if you would like an opportunity at extra cash and want more info inbox me it might be a small amount but it's better than none🤷🏻‍♀️

",Mariah Klein,"Cash back, automatically.",link,https://link.dosh.cash/YCLI/oup8QoqWVJ,2018-01-25 12:53:10,0,0,0,0,0,0,0,0,0,0
531752773523381_1765954970103149,,Mary Llorenn Cruz,Itatak Clothing PH,photo,https://www.facebook.com/itatakph/photos/a.187584571988743.1073741830.154776175269583/187584298655437/?type=3,2018-01-25 12:39:47,0,0,0,0,0,0,0,0,0,0
531752773523381_1765949893436990,,Janie Salinas,,photo,https://www.facebook.com/photo.php?fbid=1268671283235141&set=gm.1765949893436990&type=3,2018-01-25 12:32:32,0,0,0,0,0,0,0,0,0,0
531752773523381_1765949380103708,"Have you seen Cash App? Try it using my code and we’ll each get $5. FPPCGPJ 
",Janie Salinas,Cash App,link,http://cash.me/app/FPPCGPJ,2018-01-25 12:31:46,0,0,0,0,0,0,0,0,0,0
531752773523381_1765948700103776,,Kazi Hridoy Akash,AHAthat,video,https://www.facebook.com/AHAthat/videos/1691125244243309/,2018-01-25 12:30:49,0,0,0,0,0,0,0,0,0,0
531752773523381_1765942623437717,,Tara Marie,Beauty Love Magic,photo,https://www.facebook.com/beautylovemagic/photos/a.709449239135877.1073741829.708210755926392/1628175827263209/?type=3,2018-01-25 12:22:36,0,0,0,0,0,0,0,0,0,0
531752773523381_1765931230105523,"I literally stumbled on this $10 opportunity that keeps sending me $10-20 every day! It's truly a quick and easy way to make money online just working 20 minutes each day! No doubt, the BEST $10 I've used online!

http://goo.gl/2XNZmN",Zealon Knight,,photo,https://www.facebook.com/photo.php?fbid=1694587703913011&set=gm.1765931230105523&type=3,2018-01-25 12:09:02,0,0,0,0,0,0,0,0,0,0
531752773523381_1765917426773570,"HOT upcoming ICO has the potential to be a Top 100, possibly even Top 50 coin..INBOX ME FOR MORE INFO",Tina Barnett,,status,,2018-01-25 11:55:38,0,0,0,0,0,0,0,0,0,0
531752773523381_1765881036777209,"The First 20 ppl to comment - get info n a free income source! 

What do you need? Facebook, Computer/Laptop, Internet, Paypal, live in the US!!!!

Comment info!!!",Andrea Precious,Photos from Andrea Precious's post,photo,https://www.facebook.com/photo.php?fbid=1699768520082116&set=gm.1765881036777209&type=3,2018-01-25 11:08:53,0,0,0,0,0,0,0,0,0,0
531752773523381_1765837236781589,"De'Ssert Spa & Educational Institute
                     Presents

ONE DAY INTENSE ACRYLIC APPLICATION WORKSHOP

♦Cost- $350.00 (all materials provided)

⭐This course is designed for beginners in the field and for those who need to refresh their skills.

♦Date: Friday 2nd February 
♦Time - 10:00am - 4:00pm
♦Registration begins - Friday January 26th

Topic include:-
🔸Nail Preparation
🔸Tip Application       
🔸French Application
🔸Clear Extention     
🔸Polishing Technique

⭐We are only registering 10 persons for this workshop.
⭐Certificate Upon Completion 

For more info call or whatsapp @ 785-3816
Location: Nannan Street, San Juan Main road",Anastasia Sampson,,status,,2018-01-25 10:13:06,0,0,0,0,0,0,0,0,0,0
531752773523381_1765833213448658,,Kavya Singh,vimal fashion,photo,https://www.facebook.com/vimalnightwear/photos/a.1627081260907496.1073741829.1616146232000999/2010989569183328/?type=3,2018-01-25 10:08:31,0,0,0,0,0,0,0,0,0,0
531752773523381_1765750603456919,,Ireneo Dael,Photos from Ireneo Dael's post,photo,https://www.facebook.com/photo.php?fbid=10215256616470699&set=gm.1765750603456919&type=3,2018-01-25 09:12:05,0,0,0,0,0,0,0,0,0,0
531752773523381_1765703316794981,"BITCOIN TRADE ! BITCOIN TRADE !! BITCOIN TRADE !
Make Money Trading 100% Legitimate 
100% Risk Free With Zero Liability Under Management
Full 100% Return Monthly Guaranteed Withdrawal At Anytime in btc
Secure Investment Full Control Of Owners Account.

One on One training Available on Your Account if you are interested Let me know you",Melissa Adam,,status,,2018-01-25 08:43:37,0,0,0,0,0,0,0,0,0,0
531752773523381_1765682516797061,,Uchenna Nwaru,"In show of protest, Israeli pilots refuse to fly deported African immigrants",link,http://naijanews24.blogspot.com.ng/2018/01/in-show-of-protest-israeli-pilots.html,2018-01-25 08:18:59,0,0,0,0,0,0,0,0,0,0
531752773523381_1765666060132040,,Jini Nimi,123 Kurtis By Jini-Nimi,photo,https://www.facebook.com/123ByJiniNimi/photos/a.851169141608199.1073741828.849057338486046/1714742565250848/?type=3,2018-01-25 07:57:11,0,0,0,0,0,0,0,0,0,0
531752773523381_1765654540133192,get etisalat postpaid plan with free sim card and get 75dhm discount for three months for more info call or whtsapp: 0543215742,Arsi Chuhdray,Photos from Arsi Chuhdray's post,photo,https://www.facebook.com/photo.php?fbid=10156209233409974&set=gm.1765654540133192&type=3,2018-01-25 07:44:42,0,0,0,0,0,0,0,0,0,0
531752773523381_1765642486801064,"JUST GOT PAID $200 EVERY 13 GMT UK TIME
Worldwide opportunity !! Comment ""
HOW"" and MESSEGE ME"" for details work from
the comport of your home
100% Legit",Melissa Adam,,status,,2018-01-25 07:31:24,0,0,0,0,0,0,0,0,0,0
531752773523381_1765624003469579,,Alex Pro Miraj,Foryourlittleone,photo,https://www.facebook.com/foryourlittleoneltd/photos/a.730690656988474.1073741829.730667783657428/1730164180374445/?type=3,2018-01-25 07:08:05,0,0,0,0,0,0,0,0,0,0
531752773523381_1765615830137063,,Alex Pro Miraj,Foryourlittleone,photo,https://www.facebook.com/foryourlittleoneltd/photos/a.730690656988474.1073741829.730667783657428/1730164180374445/?type=3,2018-01-25 06:57:21,0,0,0,0,0,0,0,0,0,0
531752773523381_1765604006804912,,Uchenna Nwaru,Egypt arrests ex- army general for declaring his intention to contest in presidential election,link,http://naijanews24.blogspot.com.ng/2018/01/egypt-arrests-ex-army-general-for.html,2018-01-25 06:40:23,0,0,0,0,0,0,0,0,0,0
531752773523381_1765585056806807,"🇨🇦🇧🇷🇪🇺🇯🇵🇰🇷🇮🇳🇿🇦🇪🇸🇻🇪🇹🇴🇬🇧🇺🇸🇿🇼🇨🇴🇨🇿🇩🇴🇫🇮🇫🇷🇩🇪🇮🇩🇮🇪🇲🇳🇳🇿🇳🇬🇮🇹🇲🇾
IMAGINE THAT ALL PEOPLE ON EARTH will GIVE YOU 1 dollar AND YOU will BECOME a MILLIONAIRE! Whole World Every day - translation! Interested? Write! The recipe will send E-mail.More here how it works http://www.passive-income-learn-why-here-link.ru If you want to earn 100 USD daily - it is possible, if you need 1000 USD daily - there is also no problem with it... And if you have decided to become a millionaire, you will become a millionaire!",Svetlana Vorontsova,Partnership Fundraising: The Business of the 21st Century,link,http://www.passive-income-learn-why-here-link.ru/,2018-01-25 06:12:37,0,0,0,0,0,0,0,0,0,0
531752773523381_1765539050144741,"NO SALARY CAN BUY YOU THIS MACHINE, but my kind of business can get it for you anytime you want.

I want to partner with just 20 persons who will like to Earn on daily basis as much N153k upwards daily. The team will personally guide, train, mentor and support you.

Let's Connect, if you are interested. 
JOIN MY WHATSAPP PRESENTATION GROUP BELLOW 👇👇👇👇👇

https://chat.whatsapp.com/FTaW7wnRmB5JEyawTnd1Po",Chudo Akpa,Photos from Chudo Akpa's post,photo,https://www.facebook.com/photo.php?fbid=1840681532670601&set=gm.1765539050144741&type=3,2018-01-25 05:04:20,0,0,0,0,0,0,0,0,0,0
531752773523381_1765512256814087,,Sameer Sharma,Dalmia 103 Kamla Nagar,photo,https://www.facebook.com/Dalmia103KamlaNagar/photos/a.504578093253836.1073741829.503745313337114/551026908608954/?type=3,2018-01-25 04:18:26,0,0,0,0,0,0,0,0,0,0
531752773523381_1765455616819751,"HOT upcoming ICO has the potential to be a Top 100, possibly even Top 50 coin..INBOX ME FOR MORE INFO",Tina Barnett,,status,,2018-01-25 02:39:37,0,0,0,0,0,0,0,0,0,0
531752773523381_1765427776822535,,Peter Leepile Munyoro,Funiture repair centre investments - pty ltd,photo,https://www.facebook.com/1476438805995570/photos/a.1478503135789137.1073741828.1476438805995570/1709896209316494/?type=3,2018-01-25 01:51:05,0,0,0,0,0,0,0,0,0,0
531752773523381_1765423450156301,"If I Can Show You 3 Simple Steps That Can Start Putting $250💰.. A Week In Your Pocket💪 
Join For FREE😱

Will You Say YES 💁",Martha Martha Eyabi,,status,,2018-01-25 01:44:29,0,0,0,0,0,0,0,0,0,0
531752773523381_1765415880157058,,Renetta Artmont,,photo,https://www.facebook.com/photo.php?fbid=2012999898985592&set=gm.1765415880157058&type=3,2018-01-25 01:32:10,0,0,0,0,0,0,0,0,0,0
531752773523381_1765414226823890,https://wingoads.com/?r=21418,Mohamed Taayounit,Wingoads Ad Network | Affiliate Network | Best CPA network,link,https://wingoads.com/?r=21418,2018-01-25 01:29:17,0,0,0,0,0,0,0,0,0,0
531752773523381_1765301823501797,"Enroll on or before January 29 to avail of our IELTS promo. For inquiries, please contact: 0916 229 9888 / 0932 370 3491. Our office is open 7 days a week, 9 to 5 pm. See you.",WorldEnglish Malolos Branch,,photo,https://www.facebook.com/photo.php?fbid=885842921582207&set=gm.1765301823501797&type=3,2018-01-24 22:28:54,0,0,0,0,0,0,0,0,0,0
